,Name,objType
1417,177940,Star
1418,152476,Star
1419,149026,Star
1420,18242,Star
1421,224490,Star
1422,202012,Star
1423,31996,Star
1424,103483,Star
1425,148206,Star
1426,152276,Star
1427,109914,Star
1428,39881,Star
1429,92763,Star
1430,186686,Star
1431,64379,Star
1432,82901,Star
1433,194636,Star
1434,222561,Star
1435,14028,Star
1436,27490,Star
1437,84748,Star
1438,12021,Star
1439,138268,Star
1440,12211,Star
1441,2051,Star
1442,73603,Star
1443,136753,Star
1444,141850,Star
1445,109729,Star
1446,120499,Star
1447,128609,Star
1448,34019,Star
1449,220105,Star
1450,196094,Star
1451,143454,Star
1452,39816,Star
1453,224960,Star
1454,117833,Star
1455,107199,Star
1456,1967,Star
1457,170141,Star
1458,193680,Star
1459,187796,Star
1460,257937,Star
1461,257498,Star
1462,201433,Star
1463,162220,Star
1464,177940,Star
1465,152476,Star
1466,149026,Star
1467,18242,Star
1468,224490,Star
1469,202012,Star
1470,31996,Star
1471,103483,Star
1472,148206,Star
1473,152276,Star
1474,109914,Star
1475,39881,Star
1476,92763,Star
1477,186686,Star
1478,64379,Star
1479,82901,Star
1480,194636,Star
1481,222561,Star
1482,14028,Star
1483,27490,Star
1484,84748,Star
1485,12021,Star
1486,138268,Star
1487,12211,Star
1488,2051,Star
1489,73603,Star
1490,136753,Star
1491,141850,Star
1492,109729,Star
1493,120499,Star
1494,128609,Star
1495,34019,Star
1496,220105,Star
1497,196094,Star
1498,143454,Star
1499,39816,Star
1500,224960,Star
1501,117833,Star
1502,107199,Star
1503,1967,Star
1504,170141,Star
1505,193680,Star
1506,187796,Star
1507,257937,Star
1508,257498,Star
1509,201433,Star
1510,162220,Star
1511,177940,Star
1512,152476,Star
1513,149026,Star
1514,18242,Star
1515,224490,Star
1516,202012,Star
1517,31996,Star
1518,103483,Star
1519,148206,Star
1520,152276,Star
1521,109914,Star
1522,39881,Star
1523,92763,Star
1524,186686,Star
1525,64379,Star
1526,82901,Star
1527,194636,Star
1528,222561,Star
1529,14028,Star
1530,27490,Star
1531,84748,Star
1532,12021,Star
1533,138268,Star
1534,12211,Star
1535,2051,Star
1536,73603,Star
1537,136753,Star
1538,141850,Star
1539,109729,Star
1540,120499,Star
1541,128609,Star
1542,34019,Star
1543,220105,Star
1544,196094,Star
1545,143454,Star
1546,39816,Star
1547,224960,Star
1548,117833,Star
1549,107199,Star
1550,1967,Star
1551,170141,Star
1552,193680,Star
1553,187796,Star
1554,257937,Star
1555,257498,Star
1556,201433,Star
1557,162220,Star
1558,177940,Star
1559,152476,Star
1560,149026,Star
1561,18242,Star
1562,224490,Star
1563,202012,Star
1564,31996,Star
1565,103483,Star
1566,148206,Star
1567,152276,Star
1568,109914,Star
1569,39881,Star
1570,92763,Star
1571,186686,Star
1572,64379,Star
1573,82901,Star
1574,194636,Star
1575,222561,Star
1576,14028,Star
1577,27490,Star
1578,84748,Star
1579,12021,Star
1580,138268,Star
1581,12211,Star
1582,2051,Star
1583,73603,Star
1584,136753,Star
1585,141850,Star
1586,109729,Star
1587,120499,Star
1588,128609,Star
1589,34019,Star
1590,220105,Star
1591,196094,Star
1592,143454,Star
1593,39816,Star
1594,224960,Star
1595,117833,Star
1596,107199,Star
1597,1967,Star
1598,170141,Star
1599,193680,Star
1600,187796,Star
1601,257937,Star
1602,257498,Star
1603,201433,Star
1604,162220,Star
1605,177940,Star
1606,152476,Star
1607,149026,Star
1608,18242,Star
1609,224490,Star
1610,202012,Star
1611,31996,Star
1612,103483,Star
1613,148206,Star
1614,152276,Star
1615,109914,Star
1616,39881,Star
1617,92763,Star
1618,186686,Star
1619,64379,Star
1620,82901,Star
1621,194636,Star
1622,222561,Star
1623,14028,Star
1624,27490,Star
1625,84748,Star
1626,12021,Star
1627,138268,Star
1628,12211,Star
1629,2051,Star
1630,73603,Star
1631,136753,Star
1632,141850,Star
1633,109729,Star
1634,120499,Star
1635,128609,Star
1636,34019,Star
1637,220105,Star
1638,196094,Star
1639,143454,Star
1640,39816,Star
1641,224960,Star
1642,117833,Star
1643,107199,Star
1644,1967,Star
1645,170141,Star
1646,193680,Star
1647,187796,Star
1648,257937,Star
1649,257498,Star
1650,201433,Star
1651,162220,Star
1652,177940,Star
1653,152476,Star
1654,149026,Star
1655,18242,Star
1656,224490,Star
1657,202012,Star
1658,31996,Star
1659,103483,Star
1660,148206,Star
