NGC_Num,Other names,General Type,Specific Type,Apparent magnitude
6218,Messier 12,Cluster,Globular cluster,8.5
6221,ESO 138-3; AM 1648-590; IRAS16484-5908; PGC 59175,Galaxy,Barred spiral galaxy,9.28
6229,GCL 47,Cluster,Globular cluster,9.4
6231,,Cluster,Open cluster,2.8
6239,UGC 10577; MCG 7-35-1; ZWG 225.2; PGC 59083; ZWG 224.105; IRAS16484+4249,Galaxy,Barred spiral galaxy,11.27
6240,Starfish Galaxy,Galaxy,Irregular galaxy,14.7
6242,,Cluster,Open cluster,7.1
6254,Messier 10,Cluster,Globular cluster,6.4
6256,GCL 49.1; ESO 391-SC6; vdB-Hagen 208,Cluster,Globular cluster,11.3
6266,Messier 62,Cluster,Globular cluster,8.6
6273,Messier 19,Cluster,Globular cluster,8.5
6284,GCL 53; ESO 518-SC9,Cluster,Globular cluster,8.9
6285,MCG 10-24-81; ZWG 299.37; ARP 293; PGC 59344; KAZ 111,Galaxy,Spiral galaxy,14.48 ± 0.15
6286,GCL 49.1; ESO 391-SC6; vdB-Hagen 208,Galaxy,Spiral galaxy,11.3
6287,GCL 54; ESO 518-SC10,Cluster,Globular cluster,9.3
6293,GCL 55; ESO 519-SC5,Cluster,Globular cluster,8.3
6300,ESO 101-25; VV 734; IRAS17123-6245; PGC 60001,Galaxy,Seyfert galaxy,8.78
6302,Bug Nebula,Nebula,Planetary nebula,7.1
6304,ESO454-SC2,Cluster,Globular Cluster,8.22
6309,PK 9+14.1; CS=14.4; Box nebula,Nebula,Planetary nebula,11.5
6316,GCL 57; ESO 454-SC4,Cluster,Globular cluster,8.1
6325,GCL 58 ,Cluster,Globular cluster,10.2
,ESO 519-SC11,#N/A,,
6326,PK 338-8.1; ESO 228-PN1; AM 1716-514; CS=13.5,Nebula,Planetary nebula,12.2
6328,ESO 102-3; AM 1718-645; PGC 60198,Galaxy,Spiral galaxy,7.64
6333,Messier 9,Cluster,Globular cluster,9.4
6334,Cat's Paw Nebula,Other,Supernova remnant,
6340,,Galaxy,Spiral galaxy,11.9
6341,Messier 92,Cluster,Globular cluster,6.3
6357,War and Peace Nebula,Nebula,Diffuse nebula,
6369,Little Ghost Nebula,Nebula,Planetary nebula,16.6
6397,,Cluster,Globular cluster,7.4
6401,,Cluster,Globular cluster,7.4
6402,Messier 14,Cluster,Globular cluster,9.6
6405,Messier 6; Butterfly Cluster,Cluster,Open cluster,4.5
6412,,Galaxy,Spiral galaxy,11.62
6426,,Cluster,Globular cluster,11.01
6440,,Cluster,Globular cluster,10.1
6441,,Cluster,Globular cluster,7.2
6445,,Nebula,Planetary nebula,11.2
6448,non-existent,N/A,Doesn't exist,
6452,,Galaxy,Lenticular galaxy,14.4
6453,,Cluster,Globular cluster,10.1
6475,Messier 7,Cluster,Open cluster,3.5
6494,Messier 23,Cluster,Open cluster,6
6496,,Cluster,Globular cluster,10
6500,,Galaxy,Spiral galaxy,13.4
6514,Messier 20; Trifid Nebula,Nebula,Diffuse nebula,6.8
6520,,Cluster,Open cluster,7.6
6522,(Located in Baade's Window),Cluster,Globular cluster,10.7
6523,(Located in Messier 8 (Lagoon Nebula)),Cluster,Open cluster,
6530,(Located in Messier 8 (Lagoon Nebula)),Cluster,Open cluster,4.7
6531,Messier 21,Cluster,Open cluster,6
6537,,Nebula,Planetary nebula,13.6
6543,Cat's Eye Nebula,Nebula,Planetary nebula,9.8
6559,,Nebula,Diffuse nebula,
6560,,Galaxy,Spiral galaxy,14.2
6565,,Nebula,Planetary nebula,12.5
6575,,Galaxy,Elliptical galaxy,13
6578,,Nebula,Planetary nebula,12.9
6589,,Nebula,Diffuse nebula,10.5
6590,,Nebula,Diffuse nebula,9.8
6600,(Duplicate of NGC 6599),Galaxy,Galaxy,13.62
6601,,Galaxy,Galaxy,15.6
6602,,Galaxy,Galaxy,14.6
6603,Messier 24,Cluster,Open cluster,11.1
6604,,Cluster,Open cluster,6.5
6605,,Cluster,Open cluster,6
6606,,Galaxy,Galaxy,13.6
6607,,Galaxy,Galaxy,15.3
6608,,Galaxy,Galaxy,14.9
6609,,Galaxy,Galaxy,14.5
6610,,Galaxy,Galaxy,12.83
6611,Messier 16; Eagle Nebula,Cluster,Open cluster,6.6
6612,,Galaxy,Galaxy,14.5
6613,Messier 18,Cluster,Open cluster,7.2
6614,,Galaxy,Galaxy,12.1
6615,,Galaxy,Galaxy,13.2
6616,,Galaxy,Galaxy,14
6617,,Galaxy,Galaxy,14.7
6618,Messier 17; Swan Nebula; Omega Nebula,Cluster,Open cluster,6.7
6619,,Galaxy,Galaxy,13.1
6620,,Nebula,Planetary nebula,12.7
6621,,Galaxy,Interacting galaxy,14
6622,,Galaxy,Galaxy,15
6623,,Galaxy,Galaxy,13.3
6624,,Cluster,Globular cluster,8.7
6625,,Cluster,Open cluster,9
6626,Messier 28,Cluster,Globular cluster,8.7
6627,,Galaxy,Galaxy,13.2
6628,,Galaxy,Galaxy,13
6629,,Nebula,Planetary nebula,11.3
6630,,Galaxy,Galaxy,13.7
6631,,Cluster,Open cluster,11.7
6632,,Galaxy,Galaxy,12.3
6633,,Cluster,Open cluster,5
6634,Messier 69,Cluster,Globular cluster,9.3
6635,,Galaxy,Galaxy,13.5
6636,,Galaxy,Galaxy,13.5
6637,Messier 69,Cluster,Globular cluster,9.3
6638,,Cluster,Globular cluster,9.2
6639,,Cluster,Open cluster,
6640,,Galaxy,Galaxy,13.7
6641,,Galaxy,Galaxy,13.5
6642,,Cluster,Globular cluster,8.9
6643,,Galaxy,Galaxy,11.5
6644,,Nebula,Planetary nebula,10.7
6645,,Cluster,Open cluster,8.5
6646,,Galaxy,Galaxy,13
6647,,Cluster,Open cluster,
6648,,Star,Double star,
6649,,Cluster,Open cluster,8.9
6650,,Galaxy,Galaxy,13.9
6651,,Galaxy,Galaxy,13.3
6652,,Cluster,Globular cluster,8.5
6653,,Galaxy,Galaxy,12.5
6654,,Galaxy,Galaxy,11.8
6655,,Star,Double star,
6656,Messier 22,Cluster,Globular cluster,7.2
6681,Messier 70,Cluster,Globular cluster,9.8
6694,Messier 26,Cluster,Open cluster,8
6705,Messier 11; Wild Duck Cluster,Cluster,Open cluster,6.3
6709,,Cluster,Open cluster,7.2
6712,,Cluster,Globular cluster,9.9
6715,Messier 54,Cluster,Globular cluster,9.2
6720,Messier 57; Ring Nebula,Nebula,Planetary nebula,14.7
6723,,Cluster,Globular cluster,8.7
6726,Anteater Nebula,Nebula,Nebula,
6727,,Nebula,Nebula,
6729,,Nebula,Nebula,
6744,,Galaxy,Spiral galaxy,9.2
6745,,Galaxy,Interacting galaxies,13.3
6751,,Nebula,Planetary nebula,15.8
6752,,Cluster,Globular cluster,7
6755,,Cluster,Open cluster,8.6
6760,,Cluster,Globular cluster,11.4
6766,(see NGC 6884),Nebula,Planetary nebula,11.9
6779,Messier 56,Cluster,Globular Cluster,8.9
6781,,Nebula,Planetary nebula,
6782,,Galaxy,Spiral galaxy,12.7
6790,,Nebula,Planetary nebula,12.5
6791,,Cluster,Open cluster,10.5
6803,,Nebula,Planetary nebula,15.2
6809,Messier 55,Cluster,Globular cluster,8.1
6810,,Galaxy,Spiral galaxy,11.6
6814,,Galaxy,Spiral Galaxy,11.2
6818,Little Gem Nebula,Nebula,Planetary nebula,9.3
6819,,Cluster,Open cluster,7.3
6822,Barnard's Galaxy,Galaxy,Irregular galaxy,18
6826,Blinking Planetary,Nebula,Planetary nebula,10.2
6838,Messier 71,Cluster,Globular cluster,7.9
6853,Messier 27; Dumbbell Nebula,Nebula,Planetary nebula,7.5
6861,,Galaxy,lenticular galaxy,11
6863,,Asterism,Asterism,
6864,Messier 75,Cluster,Globular cluster,10
6866,,Cluster,Open cluster,7.6
6871,,Cluster,Open cluster,6.5
6872,,Galaxy,Spiral galaxy,12.5
6884,(Duplicate of NGC 6766),Nebula,Planetary nebula,11.9
6888,Crescent Nebula,Nebula,Diffuse nebula,7.4
6891,,Nebula,Planetary nebula,10
6902,,Galaxy,Spiral galaxy,11.82
6905,,Nebula,Planetary nebula,10.9
6907,,Galaxy,Spiral galaxy,11.1
6910,OCl 181,Cluster,Open cluster,7.4
6913,Messier 29,Cluster,Open cluster,7.3
6914,,Nebula,Diffuse nebula,
6934,,Cluster,Globular cluster,10.5
6939,,Cluster,Open Cluster,7.8
6946,,Galaxy,Spiral galaxy,10.5
6960,Western part of Veil Nebula 'Witch Broom',Nebula,Diffuse nebula,
6981,Messier 72,Cluster,Globular cluster,10
6992,Eastern part of the Veil Nebula 'Banana Nebula',Nebula,Diffuse nebula,
6994,Messier 73,Asterism,Asterism,8.9
6995,(Part of the Veil Nebula),Nebula,Diffuse nebula,
6996,,Star,Association of stars,
6997,,Cluster,Open cluster,10
6998,,Galaxy,Elliptical galaxy,15.6
6999,,Galaxy,Lenticular galaxy,
7000,North America Nebula,Nebula,Diffuse nebula,4
7001,,Galaxy,Galaxy,13.5
7002,,Galaxy,Galaxy,12.4
7003,,Galaxy,Galaxy,13
7004,,Galaxy,Galaxy,13.1
7005,,Cluster,Open cluster,
7006,,Cluster,Globular cluster,10.6
7007,,Galaxy,Galaxy,11.9
7008,,Nebula,Planetary nebula,10.7
7009,,Nebula,Planetary nebula,8
7010,,Galaxy,Galaxy,13
7011,,Cluster,Open cluster,
7012,,Galaxy,Galaxy,12.7
7013,,Galaxy,Galaxy,11.5
7014,,Galaxy,Galaxy,12.3
7015,,Galaxy,Galaxy,12.4
7016,,Galaxy,Galaxy,13.7
7017,,Galaxy,Galaxy,14.4
7018,,Galaxy,Galaxy,13.5
7019,,Galaxy,Galaxy,14.1
7020,,Galaxy,Galaxy,11.8
7021,(Duplicate of NGC 7020),Galaxy,Galaxy,11.8
7022,,Galaxy,Galaxy,13
7023,,Nebula,Reflection nebula,
7024,,Cluster,Open cluster,
7025,,Galaxy,Galaxy,12.9
7026,,Nebula,Planetary nebula,10.9
7027,,Nebula,Planetary nebula,8.5
7028,Doesn't exist,N/A,Unknown,
7029,,Galaxy,Galaxy,11.4
7030,,Galaxy,Galaxy,13.7
7031,,Cluster,Open cluster,9.1
7032,,Galaxy,Galaxy,12.9
7033,,Galaxy,Galaxy,14.2
7034,,Galaxy,Galaxy,14
7035,,Galaxy,Galaxy,14.4
7036,,Star,Triple star,
7037,,Cluster,Open cluster,
7038,,Galaxy,Galaxy,12
7039,,Cluster,Open cluster,7.6
7040,,Galaxy,Galaxy,14
7041,,Galaxy,Galaxy,11.1
7042,,Galaxy,Galaxy,12
7043,,Galaxy,Galaxy,13.8
7044,,Cluster,Open cluster,12
7045,,Star,Double star,
7046,,Galaxy,Galaxy,13.2
7047,,Galaxy,Galaxy,13.4
7048,,Nebula,Planetary nebula,12.1
7049,,Galaxy,Galaxy,10.6
7050,,Cluster,Open cluster,
7051,,Galaxy,Galaxy,13
7052,,Galaxy,Galaxy,12.6
7053,,Galaxy,Galaxy,13.1
7054,Doesn't exist,N/A,Unknown,
7055,,Cluster,Open cluster,
7056,,Galaxy,Galaxy,13.1
7057,,Galaxy,Galaxy,12.7
7058,,Cluster,Open cluster,
7059,,Galaxy,Galaxy,11.8
7060,,Galaxy,Galaxy,12.8
7061,,Galaxy,Galaxy,13.1
7062,,Cluster,Open cluster,8.3
7063,,Cluster,Open cluster,7
7064,,Galaxy,Galaxy,12.2
7065,,Galaxy,Galaxy,13.7
7066,,Galaxy,Galaxy,14.2
7067,,Cluster,Open cluster,9.7
7068,,Galaxy,Galaxy,14
7069,,Galaxy,Galaxy,13.5
7070,,Galaxy,Galaxy,12.1
7071,,Cluster,Open cluster,
7072,,Galaxy,Galaxy,13.6
7073,,Galaxy,Galaxy,13.7
7074,,Galaxy,Galaxy,14.5
7075,,Galaxy,Galaxy,12.8
7076,,Nebula,Planetary nebula,13.5
7077,,Galaxy,Galaxy,13
7078,,Cluster,Globular cluster,6.3
7079,,Galaxy,Galaxy,11.5
7080,,Galaxy,Galaxy,12.4
7081,,Galaxy,Galaxy,12.8
7082,,Cluster,Open cluster,7.2
7083,,Galaxy,Galaxy,11.1
7084,Doesn't exist,N/A,Unknown,
7085,,Galaxy,Galaxy,14.5
7086,,Cluster,Open cluster,8.4
7087,,Galaxy,Galaxy,12.9
7088,Doesn't exist,N/A,Unknown,
7089,,Cluster,Globular cluster,6.6
7090,,Galaxy,Galaxy,10.7
7091,,Galaxy,Galaxy,12.8
7092,,Cluster,Open cluster,4.6
7093,,Cluster,Open cluster,
7094,,Nebula,Planetary nebula,13.4
7095,,Galaxy,Galaxy,11.4
7096,,Galaxy,Galaxy,11.9
7097,,Galaxy,Galaxy,11.6
7098,,Galaxy,Galaxy,11.3
7099,,Cluster,Globular cluster,6.9
7100,,Star,Star,
7129,,Cluster,Open cluster,11.5
7139,,Nebula,Planetary nebula,13.3
7142,,Cluster,Open cluster,10.4
7160,,Cluster,Open cluster,6.1
7184,,Galaxy,Barred spiral galaxy,11.1
7190,,Galaxy,Lenticular galaxy,13.9
7191,,Galaxy,Spiral galaxy,13.1
7196,,Galaxy,Elliptical galaxy,11.4
7199,,Galaxy,Barred spiral galaxy,
7213,,Galaxy,Lenticular galaxy,10.1
7217,,Galaxy,Spiral galaxy,11
7243,,Cluster,Open cluster,6.4
7250,,Galaxy,Irregular galaxy,12.58
7252,Atoms for Peace Galaxy,Galaxy,Lenticular galaxy,12.7
7257,,Galaxy,Spiral galaxy,14
7259,,Galaxy,Spiral galaxy,13.1
7293,Helix Nebula,Nebula,Planetary nebula,13.2
7301,,Galaxy,Barred spiral galaxy,13.3
7302,,Galaxy,Elliptical galaxy,12.3
7303,,Galaxy,Spiral galaxy,12.8
7314,,Galaxy,Spiral galaxy,11.6
7315,,Galaxy,Lenticular galaxy,13.8
7318,(Part of Stephan's Quintet),Galaxy,Interacting galaxies,13.9
7318a,(Part of Stephan's Quintet),Galaxy,Interacting galaxy,14.9
7318b,(Part of Stephan's Quintet),Galaxy,Interacting galaxy,14.1
7319,(Part of Stephan's Quintet),Galaxy,Interacting galaxy,14.8
7320,,Galaxy,Spiral galaxy,13.8
7320c,,Galaxy,Spiral galaxy,17
7331,,Galaxy,Spiral galaxy,10.4
7332,,Galaxy,Lenticular galaxy,12
7335,,Galaxy,Lenticular galaxy,14.7
7337,,Galaxy,Spiral galaxy,15.7
7340,,Galaxy,Elliptical galaxy,14.9
7343,,Galaxy,Spiral galaxy,14.3
7354,,Nebula,Planetary nebula,
7380,,Cluster,Open cluster,7.6
7418,,Galaxy,Spiral galaxy,11
7419,,Cluster,Open cluster,13
7424,,Galaxy,Spiral galaxy,11
7448,,Galaxy,Interacting galaxy,11.4
7469,,Galaxy,Spiral galaxy,12.3
7479,,Galaxy,Spiral galaxy,11.7
7510,,Cluster,Open cluster,8.8
7531,,Galaxy,Spiral galaxy,11.3
7537,,Galaxy,Spiral galaxy,13.9
7552,,Galaxy,Barred spiral galaxy,11.2
7582,,Galaxy,Seyfert galaxy,11.37
7600,,Galaxy,Elliptical galaxy,12.95
7603,,Galaxy,Seyfert galaxy,14.04
7606,,Galaxy,Spiral galaxy,10.8
7610,,Galaxy,Spiral galaxy,13.44
7635,Bubble Nebula,Nebula,Diffuse nebula,
7654,Messier 52,Cluster,Open cluster,
7662,Copeland's Blue Snowball,Nebula,Planetary nebula,8.6
7673,,Galaxy,Spiral galaxy,13.2
7674,,Galaxy,Spiral galaxy,13.1
7686,,Cluster,Open cluster,5.6
7701,,Galaxy,Lenticular galaxy,14.36
7702,,Galaxy,Lenticular galaxy,13.08
7703,,Galaxy,Lenticular galaxy,14.41
7704,,Galaxy,Lenticular galaxy,14.4
7705,,Galaxy,Lenticular galaxy,15.4
7706,,Galaxy,Lenticular galaxy,14.24
7707,,Galaxy,Lenticular galaxy,14.4
7708,,Cluster,Open cluster,
7709,,Galaxy,Lenticular galaxy,13.6
7710,,Galaxy,Lenticular galaxy,14.95
7711,,Galaxy,Lenticular galaxy,13.1
7712,,Galaxy,Spiral galaxy,13.74
7713,,Galaxy,Barred spiral galaxy,11.6
7713A,,Galaxy,Barred spiral galaxy,12.98
7714,,Galaxy,Spiral galaxy,12.5
7715,,Galaxy,Irregular galaxy,14.68
7716,,Galaxy,Spiral galaxy,12.82
7717,,Galaxy,Lenticular galaxy,13.83
7718,,Galaxy,Spiral galaxy,15.01
7719,,Galaxy,Spiral galaxy,15.12
7720,,Galaxy,Elliptical galaxy,13.9
7721,,Galaxy,Spiral galaxy,12.22
7722,,Galaxy,Lenticular galaxy,13.3
7723,,Galaxy,Barred spiral galaxy,11.94
7724,,Galaxy,Barred spiral galaxy,13.9
7725,,Galaxy,Lenticular galaxy,15
7726,,Galaxy,Barred spiral galaxy,15.04
7727,,Galaxy,Spiral galaxy,11.5
7728,,Galaxy,Elliptical galaxy,14.13
7729,,Galaxy,Spiral galaxy,14.37
7730,,Galaxy,Barred spiral galaxy,15.14
7731,,Galaxy,Barred spiral galaxy,13.51
7732,,Galaxy,Spiral galaxy,14.27
7733,,Galaxy,Barred spiral galaxy,14.29
7734,,Galaxy,Barred spiral galaxy,13.89
7735,,Galaxy,Elliptical galaxy,14.56
7736,,Galaxy,Lenticular galaxy,13.87
7737,,Galaxy,Lenticular galaxy,14.81
7738,,Galaxy,Barred spiral galaxy,13.9
7739,,Galaxy,Elliptical galaxy,14.7
7740,,Galaxy,Lenticular galaxy,14.9
7741,,Galaxy,Barred spiral galaxy,11.84
7742,Fried Egg Galaxy,Galaxy,Spiral galaxy,12.35
7743,,Galaxy,Lenticular galaxy,12.38
7744,,Galaxy,Lenticular galaxy,12.87
7745,,Galaxy,Elliptical galaxy,15.5
7746,,Galaxy,Lenticular galaxy,14.07
7747,,Galaxy,Barred spiral galaxy,14.38
7748,,Star,Star,7.17
7749,,Galaxy,Lenticular galaxy,14.34
7750,,Galaxy,Spiral galaxy,13.49
7751,,Galaxy,Spiral galaxy,13.81
7752,,Galaxy,Lenticular galaxy,15
7753,,Galaxy,Barred spiral galaxy,12.83
7754,,Galaxy,Spiral galaxy,15.5
7755,,Galaxy,Barred spiral galaxy,12.56
7756,,Star,Star,
7757,,Galaxy,Spiral galaxy,13.14
7758,,Galaxy,Lenticular galaxy,15.36
7759,,Galaxy,Lenticular galaxy,14.5
7759A,,Galaxy,Spiral galaxy,15.5
7760,,Galaxy,Elliptical galaxy,14.45
7761,,Galaxy,Lenticular galaxy,13.95
7762,,Cluster,Open cluster,
7763,,Galaxy,Lenticular galaxy,15.25
7764,,Galaxy,Irregular galaxy,12.6
7764A1,,Galaxy,Lenticular galaxy,15.35
7764A2,,Galaxy,Spiral galaxy,15.35
7764A3,,Galaxy,Spiral galaxy,16.61
7765,,Galaxy,Barred spiral galaxy,15.46
7766,,Galaxy,Lenticular galaxy,15
7767,,Galaxy,Lenticular galaxy,14.5
7768,,Galaxy,Elliptical galaxy,13.24
7769,,Galaxy,Spiral galaxy,12.77
7770,,Galaxy,Lenticular galaxy,14.4
7771,,Galaxy,Barred spiral galaxy,12.2
7772,,N/A,Non-existent,
7773,,Galaxy,Barred spiral galaxy,14.24
7774,,Galaxy,Elliptical galaxy,14.6
7775,,Galaxy,Spiral galaxy,13.96
7776,,Galaxy,Spiral galaxy,14.65
7777,,Galaxy,Lenticular galaxy,14.3
7778,,Galaxy,Elliptical galaxy,13.68
7779,,Galaxy,Lenticular galaxy,13.66
7780,,Galaxy,Barred spiral galaxy,14.8
7781,,Galaxy,Spiral galaxy,15
7782,,Galaxy,Spiral galaxy,13.08
7783,,Galaxy,Lenticular galaxy,13.9
7783B,,Galaxy,Lenticular galaxy,14.99
7783C,,Galaxy,Elliptical galaxy,16.27
7783D,,Galaxy,Spiral galaxy,16.94
7784,,Galaxy,Elliptical galaxy,15.5
7785,,Galaxy,Elliptical galaxy,12.63
7786,,Galaxy,Spiral galaxy,14.1
7787,,Galaxy,Lenticular galaxy,15
7788,,Cluster,Open cluster,
7789,,Cluster,Open cluster,
7790,,Cluster,Open cluster,
7791,,Star,Double star,12.9
7792,,Galaxy,Spiral galaxy,15
7793,,Galaxy,Spiral galaxy,9.98
7794,,Galaxy,Spiral galaxy,13.53
7795,,Cluster,Open cluster,
7796,,Galaxy,Elliptical galaxy,12.46
7797,,Galaxy,Spiral galaxy,14.5
7798,,Galaxy,Barred spiral galaxy,12.97
7799,,Star,Star,15.2
7800,,Galaxy,Irregular galaxy,13.06
7801,,Asterism,Asterism,
7802,,Galaxy,Lenticular galaxy,14.48
7803,,Galaxy,Spiral galaxy,14.06
7804,,Star,Double star,
7805,,Galaxy,Lenticular galaxy,14.16
7806,,Galaxy,Spiral galaxy,14.31
7807,,Galaxy,Spiral galaxy,15.06
7808,,Galaxy,Lenticular galaxy,14.22
7809,,Galaxy,Spiral galaxy,15.14
7810,,Galaxy,Lenticular galaxy,14.03
7811,,Galaxy,Spiral galaxy,15.06
7812,,Galaxy,Spiral galaxy,13.86
7813,(Assumed to be IC 5384)/(Duplicate of IC 5384),Galaxy,Spiral galaxy,14.96
7814,,Galaxy,Spiral galaxy,11.56
7815,,Star,Star,
7816,,Galaxy,Spiral galaxy,13.61
7817,,Galaxy,Spiral galaxy,12.56
7818,,Galaxy,Spiral galaxy,14.67
7819,,Galaxy,Barred spiral galaxy,14.18
7820,,Galaxy,Lenticular galaxy,13.87
7821,,Galaxy,Spiral galaxy,13.77
7822,,Nebula,Nebula,
7823,,Galaxy,Spiral galaxy,13.4
7824,,Galaxy,Spiral galaxy,14.07
7825,,Galaxy,Spiral galaxy,15.5
7826,,N/A,Non-existent,
7827,,Galaxy,Lenticular galaxy,14.93
7828,,Galaxy,Irregular galaxy,14.4
7829,,Galaxy,Lenticular galaxy,15.4
7830,,Star,Star,
7831,,Galaxy,Spiral galaxy,13.6
7832,,Galaxy,Elliptical galaxy,13.89
7833,,Cluster,Open cluster,
7834,,Galaxy,Spiral galaxy,14.95
7835,,Galaxy,Spiral galaxy,15.43
7836,,Galaxy,Lenticular galaxy,14.4
7837,,Galaxy,Spiral galaxy,16
7838,,Galaxy,Lenticular galaxy,16
7839,,Star,Double star,
7840,,Galaxy,Spiral galaxy,15.8
